Customer_ID,Full_Name,Gender,Age,Email,Phone,City,State,Country,Zip_Code,Join_Date,Customer_Segment,Preferred_Channel,Payment_Preference,Churn_Risk_Score,ARPU
CUST000324,Melissa Cooper,Female,28,cynthiatownsend@example.com,(227)575-3602x930,Gonzalezton,Tennessee,USA,01650,2024-10-13,Residential,Retail,Wallet,53.6,51.41
CUST000325,Nathan Kelly,Male,39,josephnunez@example.org,1928552521,South Eugenebury,Alabama,USA,77549,2023-05-26,Small Business,App,Card,50.2,47.62
CUST000326,Roberta Jones,Male,73,waltersvalerie@example.net,815-193-0237,Roseshire,Florida,USA,19361,2022-02-17,Small Business,App,Wallet,19.9,29.14
CUST000327,Martha Lucas,Female,53,ann17@example.net,432-304-0615,Hollyburgh,Montana,USA,51128,2020-07-17,Small Business,Call Center,Wallet,40.6,59.93
CUST000328,Glenn Thompson,Other,18,williamssherri@example.com,141.569.1214x745,Port Meganland,Ohio,USA,89722,2022-01-08,Small Business,Web,ACH,41.8,57.85
CUST000329,Carol Keller,Female,52,noblepreston@example.com,+1-494-443-0451x54931,West Carolyn,Nevada,USA,73849,2020-11-05,Small Business,Retail,Card,28.6,66.77
CUST000330,Robert Campos,Male,35,james71@example.net,001-883-458-5171x42047,West Kimberlybury,New Mexico,USA,90946,2025-04-25,Enterprise,App,Card,22.0,42.36
CUST000331,Andrew Horton,Female,43,smithandrew@example.com,675.827.0957,Anthonyfurt,South Carolina,USA,29024,2021-08-11,Residential,Call Center,ACH,30.3,24.6
CUST000332,John Turner,Female,29,afisher@example.net,5345945583,Dudleyton,Utah,USA,73157,2022-07-19,Small Business,Call Center,ACH,65.4,57.22
CUST000333,Sharon Gallegos,Male,68,richardgreen@example.net,001-541-284-4870x2028,Lake Marissaport,Iowa,USA,67507,2022-07-31,Small Business,Call Center,Wallet,2.7,34.14
CUST000334,Katherine Hudson,Other,52,martin17@example.com,782-089-5609x07143,Johnport,Vermont,USA,08130,2024-06-11,Small Business,Web,Bank Transfer,27.5,45.36
CUST000335,James Edwards,Male,28,daviddean@example.net,131.540.9244x01723,Stephanieburgh,Alabama,USA,30427,2024-04-22,Residential,App,Card,26.0,37.5
CUST000336,Jeffrey Hodges,Other,38,greenedouglas@example.com,(236)057-5213x80379,South Stacyland,Oklahoma,USA,11260,2020-01-08,Enterprise,App,ACH,5.5,30.93
CUST000337,April Jones,Male,53,michaelabbott@example.com,959-353-4330,Port Jeffery,Virginia,USA,44513,2023-05-14,Residential,Web,Card,2.8,19.86
CUST000338,Timothy Clarke,Male,30,joymckinney@example.org,831.584.7361x487,West Janet,California,USA,40958,2023-11-03,Enterprise,App,Bank Transfer,39.1,70.37
CUST000339,Courtney Pratt,Male,37,david19@example.net,(503)246-6116,Carneyfort,Indiana,USA,04591,2024-11-08,Enterprise,Retail,Bank Transfer,18.4,65.59
CUST000340,Daniel Davis,Male,24,brice@example.com,001-681-266-4377,Paulstad,Idaho,USA,74990,2020-04-21,Residential,App,Wallet,42.5,41.82
CUST000341,Jennifer Sanchez,Female,25,johnsonkenneth@example.org,464-085-3807,South Nancy,Texas,USA,19014,2021-11-15,Small Business,Call Center,ACH,21.3,64.08
CUST000342,Darlene Everett,Female,49,igomez@example.com,818-812-1615x9167,Lake Nicole,New Mexico,USA,86115,2025-03-19,Enterprise,App,ACH,85.7,68.42
CUST000343,Jennifer Simon,Male,35,rodriguezkyle@example.org,7892380620,Robinsonmouth,California,USA,88273,2021-08-20,Small Business,App,Wallet,74.3,11.39
CUST000344,Ronald White,Female,32,michael52@example.org,340.764.5725,Lake Douglas,Pennsylvania,USA,71025,2021-07-18,Residential,Web,Wallet,25.2,37.87
CUST000345,Cheryl Dean,Other,67,thomasramirez@example.org,587.493.9292,South Lisastad,Indiana,USA,10612,2023-06-16,Enterprise,Retail,Bank Transfer,18.0,37.15
CUST000346,Chad Molina,Other,28,jonessarah@example.net,319-805-5139x1735,Tamimouth,New York,USA,46136,2021-07-16,Small Business,Retail,ACH,11.2,24.82
CUST000347,Andrew Gaines,Other,19,lparker@example.org,733.428.4521x6835,West Steven,Mississippi,USA,71797,2021-11-24,Enterprise,Web,Card,56.3,42.24
CUST000348,Joyce Harvey,Other,53,thomas27@example.org,001-306-353-0490x80482,West Xavier,Wyoming,USA,48447,2023-10-28,Residential,App,Card,25.6,67.87
CUST000349,Julie Gallegos,Male,28,ashley19@example.com,(372)369-0613x87025,Lake Curtisport,Idaho,USA,97132,2021-01-02,Enterprise,Retail,Card,16.6,28.67
CUST000350,Thomas Rios,Other,28,johnsonhannah@example.net,001-428-841-3062x71402,Jonesmouth,Alaska,USA,71013,2021-12-14,Enterprise,Call Center,Card,50.0,5.0
CUST000351,Andrew Dawson,Female,72,tinabarr@example.net,001-344-973-2333x187,East Heather,Arizona,USA,53065,2020-06-26,Residential,App,Wallet,0.0,73.08
CUST000352,Mary Ortiz,Female,53,david87@example.com,(081)680-7554,Gloriaton,Louisiana,USA,09766,2024-05-26,Small Business,App,Card,12.2,35.15
CUST000353,Breanna Moore,Other,64,nbarker@example.com,233.105.3099x949,Mendezberg,Colorado,USA,07837,2024-10-19,Residential,Call Center,Bank Transfer,11.6,52.07
CUST000354,Anthony Anderson,Other,53,parkerjim@example.org,385-823-0596,Laurenview,Massachusetts,USA,27468,2021-06-04,Enterprise,Retail,Card,5.4,35.17
CUST000355,Jesse Hernandez,Other,62,nicole62@example.org,172.628.1714,Ryanbury,South Carolina,USA,43696,2022-08-23,Small Business,Web,Bank Transfer,37.1,5.0
CUST000356,Penny Moore,Other,47,camposluke@example.com,3844392132,Timothyberg,Louisiana,USA,21224,2020-12-28,Residential,Call Center,ACH,19.7,35.31
CUST000357,Ryan Warren,Other,57,nathanielgriffin@example.org,001-611-428-2308x50921,Marymouth,Louisiana,USA,20899,2023-07-21,Enterprise,Web,ACH,54.4,37.88
CUST000358,Jasmine Allen,Other,37,tgreen@example.net,(499)631-3143x3940,Lucastown,Missouri,USA,00639,2020-12-04,Enterprise,App,Bank Transfer,52.0,20.3
CUST000359,Tyler Hester,Female,34,peggy39@example.com,(147)445-6924x58961,Sandersberg,New Mexico,USA,21643,2023-01-23,Residential,Call Center,Wallet,61.2,33.82
CUST000360,Connie Golden,Female,45,michael48@example.net,9747517175,Monicabury,Rhode Island,USA,71529,2021-10-17,Small Business,Web,ACH,55.6,5.0
CUST000361,Shawn Johnson,Female,51,tmorris@example.org,+1-492-654-4212x7091,West Hollymouth,Virginia,USA,91217,2022-06-08,Residential,Call Center,ACH,53.5,22.68
CUST000362,Patrick Campbell,Female,69,barbara42@example.org,5184085151,South Josephhaven,Minnesota,USA,22358,2020-02-15,Residential,Web,ACH,32.3,44.71
CUST000363,Gabrielle Mason,Other,20,vbrock@example.org,+1-372-745-5312,East Dana,Oklahoma,USA,47377,2022-04-04,Small Business,App,Bank Transfer,43.8,65.42
CUST000364,Valerie Scott,Other,77,sarahkelly@example.com,288-379-1068x57758,Shafferton,Kentucky,USA,56714,2022-12-03,Enterprise,Web,Bank Transfer,0.0,37.06
CUST000365,Todd Williams,Other,23,zburns@example.com,(807)354-2391,Port Cynthiamouth,Montana,USA,17905,2025-09-27,Residential,Call Center,Wallet,42.6,75.0
CUST000366,Sarah Yoder,Male,80,bsmith@example.com,+1-340-465-3140x2510,New Shannonhaven,Oregon,USA,37993,2025-05-13,Residential,Call Center,Wallet,29.9,41.66
CUST000367,Stacy Smith,Male,66,khess@example.org,001-557-061-4792,Crystalchester,Pennsylvania,USA,28041,2023-04-07,Small Business,Call Center,ACH,52.6,35.61
CUST000368,Hunter Morrison,Other,26,doughertyjohn@example.net,853.829.5217,West Juliaburgh,Montana,USA,46026,2021-05-16,Small Business,Web,Wallet,22.7,14.13
CUST000369,Amy Castro,Other,55,lorimoore@example.org,+1-791-759-8903x97556,Lake Andrea,New Hampshire,USA,85741,2023-06-25,Residential,App,Card,34.2,42.3
CUST000370,Jamie Mcgee,Male,32,brandon09@example.net,001-322-937-0349,West Kevin,New Hampshire,USA,50771,2022-02-21,Enterprise,Call Center,Card,18.4,51.55
CUST000371,Cynthia Savage,Female,75,changryan@example.com,+1-806-325-2786x01517,Nataliefort,Illinois,USA,36910,2025-04-17,Enterprise,Retail,Bank Transfer,0.0,12.0
CUST000372,Tamara Martin,Male,76,jennifer53@example.net,(312)291-2278,North Erika,Alabama,USA,07016,2023-05-17,Enterprise,Web,Bank Transfer,10.3,12.68
CUST000373,Mark Zamora,Male,44,steven67@example.net,(828)277-0008x04129,North Michaelmouth,Iowa,USA,84582,2021-06-14,Enterprise,Call Center,ACH,54.0,37.02
CUST000374,Daniel Whitney,Male,52,cmason@example.net,001-238-448-0435x43235,Port Tina,Montana,USA,26617,2025-08-20,Enterprise,Web,Wallet,27.0,53.37
CUST000375,Melissa Watts,Female,47,rebecca52@example.net,(575)991-6479x8012,Williamsbury,Pennsylvania,USA,18054,2020-01-11,Enterprise,Web,Card,21.9,17.05
CUST000376,Valerie Ross,Male,72,pattersonmonica@example.net,324.183.3066,Clarkberg,New Jersey,USA,19094,2020-12-09,Small Business,Call Center,ACH,0.0,68.9
CUST000377,Manuel Gonzalez,Other,33,ecooper@example.com,3447939523,New Matthewfort,New York,USA,52675,2020-02-05,Small Business,Web,Wallet,51.9,62.6
CUST000378,Jordan Ward,Other,65,william00@example.org,(368)348-6505,Kevinchester,Florida,USA,21262,2023-03-31,Residential,App,Wallet,21.3,38.4
CUST000379,Tammy Taylor,Other,42,mshelton@example.com,001-455-903-7922,Lake Katherine,Kansas,USA,75705,2024-04-19,Small Business,Call Center,Bank Transfer,38.3,32.55
CUST000380,Larry Robinson,Other,34,connor93@example.com,059.542.1272x25633,Port Christine,Rhode Island,USA,93507,2021-10-09,Residential,Call Center,Bank Transfer,35.5,53.62
CUST000381,Karen Hill,Other,56,jessicaliu@example.net,724.666.0966x24615,Lake Jennifer,Rhode Island,USA,65145,2022-02-02,Small Business,Call Center,ACH,18.3,48.1
CUST000382,Eric Solis,Female,51,anitasmith@example.net,(204)488-4338x8448,East William,New Hampshire,USA,53409,2025-08-31,Small Business,Call Center,Bank Transfer,16.6,59.55
CUST000383,Carolyn Campbell,Other,26,calvin30@example.com,(253)224-2669,Kennedyborough,Tennessee,USA,78089,2025-01-10,Residential,Call Center,Bank Transfer,54.0,60.94
CUST000384,Danny Guzman,Other,69,brownjason@example.net,900.364.8080x974,Benjaminshire,Vermont,USA,31184,2024-11-17,Small Business,App,ACH,52.5,51.07
CUST000385,Jeffery Williams,Female,24,longraymond@example.org,001-934-403-8798x8912,Desireebury,Indiana,USA,46559,2025-02-08,Enterprise,App,Wallet,0.0,50.83
CUST000386,Leah Moore,Male,76,npowell@example.com,225-556-2712x395,South Bonnie,Mississippi,USA,88062,2022-07-29,Residential,Web,Bank Transfer,61.2,29.26
CUST000387,Jessica Bowers,Male,49,parkerkrystal@example.org,+1-027-518-4008,Port Becky,New Hampshire,USA,24524,2021-02-28,Residential,Web,Card,40.8,41.22
CUST000388,Nicole Ware,Male,76,john20@example.com,622.484.9559,Davisland,Wyoming,USA,56470,2022-02-23,Residential,Retail,Wallet,20.7,53.07
CUST000389,Timothy Mcdonald,Other,72,rachael47@example.com,001-837-217-7292,Christopherstad,Utah,USA,67397,2022-12-24,Small Business,Call Center,Wallet,22.5,73.84
CUST000390,Luis Conway,Male,32,vanderson@example.com,001-123-517-8251x77869,Amyborough,Oklahoma,USA,40059,2020-07-21,Small Business,Retail,Card,39.3,5.0
CUST000391,William Smith,Female,48,douglasbowman@example.org,119.038.3061,Durantown,New Jersey,USA,43739,2022-09-24,Residential,Retail,Bank Transfer,23.2,45.04
CUST000392,Susan Ward,Female,77,andreasmith@example.org,752-316-9649,West Adambury,Pennsylvania,USA,26032,2025-10-02,Residential,Call Center,ACH,10.9,29.45
CUST000393,Kathleen Bruce,Female,59,ashley97@example.net,283.785.7925x7223,South Sherrytown,Georgia,USA,16356,2021-01-09,Small Business,Call Center,Card,46.2,52.97
CUST000394,Jeffrey Williams,Male,56,fthomas@example.com,(283)152-7039,Thomasport,California,USA,03150,2022-02-08,Residential,Retail,Wallet,42.0,54.64
CUST000395,Meredith Smith,Other,29,selena66@example.net,(724)824-6174x69138,Port Adam,Oregon,USA,48258,2024-06-30,Residential,App,Card,23.5,18.32
CUST000396,Alexandria Lee,Other,23,michaeljustin@example.org,(562)110-9893,Stephenfort,Massachusetts,USA,04108,2023-02-02,Enterprise,Web,Wallet,5.1,26.3
CUST000397,Albert Powell,Other,34,kanegrant@example.net,(909)510-6867,North Jeremyport,Alaska,USA,53325,2020-03-20,Enterprise,App,Bank Transfer,31.2,80.14
CUST000398,David Snyder,Female,72,michael27@example.com,6042849568,Port Abigail,New York,USA,92597,2022-03-13,Residential,Retail,Bank Transfer,5.7,85.51
CUST000399,Mark Gates,Other,52,lisarichardson@example.com,679.122.9683,Evanshire,Virginia,USA,22954,2024-11-02,Enterprise,Web,Bank Transfer,56.8,9.8
CUST000400,Jacqueline Ramirez,Male,19,williamslaura@example.org,+1-569-180-3154,Millershire,Mississippi,USA,32035,2023-08-02,Residential,App,Card,39.3,61.76
CUST000401,Sarah Jones,Other,39,wchen@example.net,081.316.0797,Port Jennifer,Wyoming,USA,45001,2020-05-31,Residential,App,ACH,33.7,53.6
CUST000402,Carla Woodward,Male,39,robertfreeman@example.org,674-629-9268x27084,Sandrahaven,Nevada,USA,51211,2025-02-12,Residential,Retail,Wallet,11.6,38.88
CUST000403,Patricia Gray,Female,68,beth93@example.net,+1-584-757-3486x4701,Kyleland,Michigan,USA,54267,2023-10-13,Small Business,Retail,ACH,31.7,49.36
CUST000404,Adam Carney,Male,64,gregory75@example.org,001-916-123-4320,North Stephen,Wyoming,USA,58791,2020-01-17,Residential,App,ACH,0.0,25.02
CUST000405,Elizabeth Morris,Female,18,nwhite@example.net,(136)708-8412,Port Peggyville,California,USA,51122,2022-01-31,Residential,Retail,ACH,17.6,17.18
CUST000406,Eric Smith,Other,64,jerrylong@example.net,(782)896-3983x80330,Williamsbury,Louisiana,USA,08773,2024-09-18,Small Business,Retail,Bank Transfer,22.2,39.88
CUST000407,Jonathan Burgess,Male,56,richardbecker@example.net,012-427-3949x528,Jennyside,Maine,USA,92771,2025-02-11,Residential,Web,Bank Transfer,39.6,53.15
CUST000408,Christopher Roy,Male,28,suzannemartinez@example.net,(600)238-2042x3264,Lake Shannonstad,New Mexico,USA,54103,2021-07-23,Enterprise,Call Center,Bank Transfer,31.0,5.0
CUST000409,Tiffany Castro,Male,54,owensryan@example.net,264.343.9378,Pamelaton,Missouri,USA,80943,2024-08-07,Residential,Call Center,Bank Transfer,36.4,43.65
CUST000410,Amy Nelson,Male,58,ejohnson@example.org,+1-964-544-3004,Lake Brian,Kentucky,USA,28124,2021-05-05,Enterprise,App,Bank Transfer,23.2,54.83
CUST000411,Arthur Green,Other,37,stephanie19@example.com,066.059.3528x6780,Brennanport,Kentucky,USA,60338,2024-07-26,Residential,Web,Bank Transfer,29.9,40.46
CUST000412,James Graves DVM,Male,28,ppadilla@example.net,031.599.1119,Jacquelinehaven,Maryland,USA,68445,2024-08-12,Small Business,Web,Card,9.3,33.46
CUST000413,Vincent Bishop,Other,78,normantimothy@example.org,001-426-085-9509x853,Parksburgh,Maryland,USA,69728,2024-08-05,Enterprise,Retail,Card,54.9,45.6
CUST000414,Patrick Riley,Female,44,sschmidt@example.org,245.054.0355,Danielleberg,Oklahoma,USA,67196,2020-07-27,Enterprise,Call Center,Wallet,74.2,59.26
CUST000415,Raymond Thomas,Other,26,haasgary@example.org,+1-495-506-1238,Timothyton,South Dakota,USA,45295,2024-02-01,Small Business,App,Card,0.0,5.0
CUST000416,Ms. Sierra Johnson,Male,69,brendajennings@example.com,001-553-009-9281x11703,Williamsstad,Virginia,USA,18386,2023-12-19,Enterprise,Retail,Bank Transfer,28.0,21.11
CUST000417,Vicki Wilkerson,Male,62,zwhite@example.org,668-218-5133x4807,Rodneyton,New Jersey,USA,13416,2023-12-01,Small Business,Retail,ACH,18.8,59.89
CUST000418,Caitlin Butler,Other,21,sherry59@example.com,(332)124-4589x258,Port Traci,Virginia,USA,20374,2020-07-05,Residential,Retail,Card,48.8,49.6
CUST000419,Michael Smith DDS,Male,61,sara10@example.net,063.369.7896x5634,Williamside,Maryland,USA,51359,2020-10-11,Residential,Retail,Wallet,56.2,14.74
CUST000420,Julie Erickson,Male,25,morenokatelyn@example.org,472.162.8909x931,East Sarah,Oregon,USA,65517,2020-02-12,Small Business,App,Bank Transfer,65.6,61.74
CUST000421,Ronald Jones,Male,52,christinaquinn@example.com,(409)744-2186,Underwoodville,New Mexico,USA,02517,2020-08-20,Residential,App,Bank Transfer,0.0,29.2
CUST000422,Kelly Vasquez,Female,51,zachary11@example.org,+1-390-231-0398x08359,Kentborough,Oregon,USA,42909,2023-02-24,Residential,Call Center,Card,24.0,64.65
CUST000423,Sarah Tran,Female,41,ericagonzalez@example.com,238.780.1841,Swansonfort,Ohio,USA,55355,2020-11-24,Enterprise,Retail,Wallet,8.8,46.45
CUST000424,Breanna Hill,Male,55,michaelelliott@example.com,(910)313-3002x46628,Lake George,Ohio,USA,10587,2022-12-01,Enterprise,Call Center,Bank Transfer,55.2,26.12
CUST000425,Ann White,Male,33,moorealan@example.org,(422)174-4438,South Saraland,Michigan,USA,27167,2020-03-09,Small Business,App,Card,0.0,67.55
CUST000426,Chelsey Delacruz,Female,65,bruce71@example.com,3628151206,Carlview,Idaho,USA,61811,2023-08-27,Small Business,Call Center,Wallet,55.0,97.9
CUST000427,Amanda Smith,Male,66,bbell@example.org,001-084-141-8657,South Michelleborough,Rhode Island,USA,06416,2024-01-16,Residential,App,Card,45.1,46.72
CUST000428,Anthony Snyder,Male,23,elizabeth49@example.net,+1-857-520-9046x534,Jamesbury,Kentucky,USA,58640,2023-02-13,Enterprise,Retail,Wallet,21.0,36.75
CUST000429,Adam Sexton,Other,77,mevans@example.com,587.331.2323x4760,Rogersshire,Illinois,USA,11489,2025-09-22,Enterprise,Call Center,Bank Transfer,36.2,6.17
CUST000430,Patrick Parks,Other,37,festes@example.com,298-908-7568,Colinbury,North Dakota,USA,84310,2024-12-07,Small Business,App,Wallet,55.4,37.36
CUST000431,Erin Lindsey,Female,76,hvazquez@example.org,236-237-4849,East Eric,California,USA,93655,2022-03-21,Enterprise,Call Center,Bank Transfer,43.6,35.17
CUST000432,Brittney Johnson,Male,60,josephmann@example.com,291-823-8492,Lake Ryan,Indiana,USA,02942,2025-03-24,Enterprise,App,Wallet,37.3,49.16
CUST000433,Veronica Velazquez,Female,68,pmoore@example.com,123-170-2012x28324,Lake Nicole,Maine,USA,63204,2022-07-07,Enterprise,Call Center,Wallet,24.4,35.73
CUST000434,Randy Wright,Other,70,robert91@example.com,7080929467,Michaelfurt,North Dakota,USA,76068,2022-05-10,Enterprise,Retail,Bank Transfer,61.6,52.19
CUST000435,Steven Landry,Male,52,amanda82@example.net,837-731-4983x976,New Joe,Louisiana,USA,16583,2024-02-15,Enterprise,Retail,Wallet,39.6,13.41
CUST000436,Lori Foster,Male,30,billy58@example.com,888-741-5927,Lake Deborahberg,Arkansas,USA,47216,2022-10-20,Residential,Call Center,ACH,40.3,41.73
CUST000437,Timothy Edwards,Female,62,rollinsrebecca@example.net,9998550806,Ginamouth,Iowa,USA,03055,2021-04-19,Small Business,Web,Wallet,19.6,46.08
CUST000438,Jeffrey Lewis,Male,66,xwilkinson@example.com,(826)474-1214,Christinefurt,Illinois,USA,91134,2020-04-30,Residential,Retail,ACH,56.0,62.43
CUST000439,Tracey Richardson,Female,30,marypierce@example.org,206.875.6818x65528,Haneychester,Arizona,USA,74257,2021-06-07,Residential,Web,Bank Transfer,13.6,29.83
CUST000440,Rodney Cox,Female,32,bradytimothy@example.org,+1-341-820-8120x29015,New Daltonside,Iowa,USA,49352,2024-11-18,Enterprise,Call Center,Wallet,19.2,40.15
CUST000441,Emily Smith,Other,68,robert31@example.net,567.144.8862,Victoriatown,Minnesota,USA,23357,2021-06-23,Enterprise,Call Center,Card,39.2,33.64
CUST000442,Christine Maldonado,Male,74,kristin61@example.net,389-157-4599,Mitchellton,Delaware,USA,77765,2021-04-03,Residential,Retail,ACH,31.0,16.19
CUST000443,Carlos Mitchell,Other,55,hughesmadison@example.com,(128)031-7497x103,Fieldsshire,Oregon,USA,43704,2020-06-28,Enterprise,Web,Card,48.6,66.03
CUST000444,Allison Ortiz,Male,46,bradleybailey@example.com,206-925-4229x71894,Piercehaven,Wyoming,USA,74691,2022-08-16,Small Business,Retail,Wallet,7.2,68.65
CUST000445,Mr. Jeremy Knight,Male,70,stephenskatherine@example.com,(884)872-6303,East Michael,Kansas,USA,98952,2022-05-03,Enterprise,Retail,ACH,59.0,72.86
CUST000446,Stephen Lee,Other,73,edwardsanders@example.net,507-112-4957x5202,West Darleneshire,Ohio,USA,62914,2020-12-19,Small Business,Retail,ACH,28.3,6.39
CUST000447,Jason Williams,Female,69,hayden13@example.com,+1-676-036-5490,West Kenneth,Idaho,USA,13943,2021-12-18,Residential,Retail,Card,41.4,33.36
CUST000448,Sara Dyer,Female,27,shawdiana@example.org,(700)235-1254,Lake Ryan,Wyoming,USA,81904,2022-07-24,Enterprise,Call Center,Card,18.4,24.87
CUST000449,Madison Smith MD,Female,75,john90@example.org,755-811-6010,North Kerryville,Pennsylvania,USA,68450,2024-11-04,Small Business,Web,ACH,42.7,59.8
CUST000450,Mark Clark,Male,43,taylorkevin@example.net,001-983-171-3098x69984,Andreburgh,New York,USA,15982,2020-07-12,Small Business,Call Center,ACH,36.0,67.73
CUST000451,Travis Vance,Male,20,cameronmartinez@example.net,+1-227-307-0274x3902,South Sherry,New Hampshire,USA,96713,2021-02-07,Small Business,Call Center,Card,23.0,42.49
CUST000452,Gary Kim,Other,59,chernandez@example.org,437.036.8964x45092,New Raven,Oklahoma,USA,95687,2020-05-23,Enterprise,App,Wallet,0.0,5.0
CUST000453,Dustin Gallagher,Male,59,reynoldsvirginia@example.net,(816)855-3255x51535,North Michael,Utah,USA,18563,2024-11-23,Small Business,App,Wallet,6.1,35.3
CUST000454,James Gilbert,Female,53,ggutierrez@example.com,+1-613-135-1305x543,South Vanessa,Kansas,USA,44775,2024-04-30,Small Business,Call Center,Wallet,32.5,52.43
CUST000455,Danielle Jenkins DVM,Female,57,robinsonjoshua@example.com,659.447.7658,East Michaelborough,Virginia,USA,20062,2022-08-24,Small Business,Web,Card,44.4,67.83
CUST000456,Michael Benton,Other,18,victoria11@example.com,+1-332-609-0921x19545,Port Wesleymouth,Florida,USA,85999,2020-09-13,Residential,App,ACH,46.2,22.16
CUST000457,Ana Edwards,Male,41,maurice97@example.net,181.448.9810x270,Keithburgh,New Mexico,USA,81313,2022-05-10,Enterprise,Web,ACH,21.9,49.57
CUST000458,Kelly Ball,Other,19,aaguirre@example.net,186.357.4963,Carlside,Maine,USA,31848,2023-06-03,Residential,Web,Bank Transfer,5.3,51.47
CUST000459,Kristen Nguyen,Female,77,hobbssandra@example.com,354-138-7639x29262,North Brianshire,New Jersey,USA,49835,2025-02-05,Enterprise,Retail,Card,15.4,50.23
CUST000460,Kim Ward,Other,35,vwilkinson@example.com,5212617940,South James,Montana,USA,89066,2021-04-16,Residential,Call Center,Card,0.0,66.32
CUST000461,Evan Palmer,Other,80,imason@example.net,+1-859-002-6801x006,Johnsonburgh,Arkansas,USA,94224,2025-09-15,Small Business,App,Bank Transfer,5.9,33.15
CUST000462,Juan Moran,Other,47,terry90@example.net,014-313-9881x553,East Keith,Pennsylvania,USA,95037,2022-01-06,Small Business,Retail,Bank Transfer,34.6,36.52
CUST000463,Brian Garcia,Other,77,hutchinsonchristina@example.org,432-405-3465x2677,Valdezside,Alabama,USA,99681,2022-08-13,Residential,Call Center,ACH,4.1,56.15
CUST000464,Christopher Taylor,Other,55,nicole35@example.org,(012)001-4924x6285,West Jessicaland,Oklahoma,USA,05863,2020-12-30,Small Business,Retail,Wallet,32.6,26.99
CUST000465,Rachel Steele,Male,18,eric82@example.com,(522)424-2099x8808,South Lorifurt,Missouri,USA,56973,2023-06-24,Enterprise,Call Center,Bank Transfer,56.4,37.51
CUST000466,Nicole Jefferson,Female,52,timothygarcia@example.org,441-555-1950,Wrightfurt,Kentucky,USA,59775,2023-10-05,Enterprise,Call Center,Bank Transfer,25.4,7.81
CUST000467,Amanda Castillo,Other,28,ramoskristi@example.com,+1-528-668-4319x62472,Lake Kevin,Arizona,USA,41109,2024-07-02,Enterprise,Retail,ACH,69.6,47.56
CUST000468,Gregory Powell,Female,53,wilkinsbrian@example.com,(287)994-9193x250,Jeffreyville,Oregon,USA,18328,2022-06-04,Small Business,Retail,Card,38.5,42.47
CUST000469,Margaret Stephens,Male,51,lucasmary@example.org,(439)779-4985x53813,South Lesliemouth,California,USA,18376,2023-04-26,Small Business,Retail,Wallet,43.2,23.75
CUST000470,Elizabeth Barnett,Male,56,kevin83@example.net,001-468-437-7313,Mcdanielville,Massachusetts,USA,23218,2020-01-18,Enterprise,Web,ACH,39.0,39.18
CUST000471,Adam Mills,Female,29,lauriethompson@example.net,099.930.3443,Christinaton,Maryland,USA,67087,2024-01-22,Enterprise,Web,ACH,16.7,46.91
CUST000472,Jeffrey Gardner,Male,35,karensutton@example.net,933.604.3023x890,North John,Indiana,USA,02488,2022-12-15,Enterprise,Web,Wallet,29.9,30.4
CUST000473,Cassandra Johnston,Male,24,matthewtaylor@example.com,+1-493-377-5753x9649,North Blakemouth,Tennessee,USA,61950,2023-05-05,Residential,Web,Wallet,74.2,38.21
CUST000474,Mary Kirby,Male,74,melissamedina@example.org,(641)470-8566x1355,New Alexismouth,Illinois,USA,16252,2025-04-22,Residential,App,Bank Transfer,24.6,53.52
CUST000475,Richard Higgins,Other,58,tanya29@example.net,+1-836-946-3617x3202,Lake Wendystad,Washington,USA,70809,2024-03-31,Enterprise,App,Wallet,18.8,8.89
CUST000476,Deborah Mccarthy,Female,35,judyturner@example.net,+1-215-842-9915x04114,Port Rebecca,Alaska,USA,39687,2025-06-09,Enterprise,Web,ACH,27.8,50.25
CUST000477,Joseph Molina,Other,56,sellersbruce@example.org,+1-347-134-6017,Catherineshire,Kansas,USA,32257,2020-04-26,Small Business,Web,Bank Transfer,50.6,64.9
CUST000478,Christopher Sheppard,Male,43,meghanstanley@example.net,+1-201-118-1674,Port Jonathan,Kentucky,USA,49527,2021-08-02,Enterprise,Retail,Bank Transfer,5.7,66.56
CUST000479,Michael Navarro,Other,39,tina30@example.com,(471)302-6902x334,South Annette,Maine,USA,67094,2020-09-30,Small Business,Retail,Card,26.2,44.95
CUST000480,Natalie Pearson,Female,35,michaelhill@example.org,001-736-236-8756,Henryside,Florida,USA,15568,2020-01-17,Small Business,Web,ACH,29.6,22.37
CUST000481,Taylor Montes,Female,28,hcollins@example.org,+1-883-062-4169x7359,Sotoview,Michigan,USA,79185,2023-03-19,Enterprise,Web,Card,25.0,42.71
CUST000482,April Anthony,Other,50,ibrown@example.com,(614)374-6133,Port Michaeltown,Idaho,USA,77941,2020-02-05,Enterprise,Web,Bank Transfer,32.5,29.35
CUST000483,Jennifer Walters,Other,24,victoriarodriguez@example.org,518-936-7956x0313,East Scottmouth,Kansas,USA,38809,2025-09-04,Enterprise,Call Center,Wallet,45.2,44.74
CUST000484,Mary Vargas,Male,23,michael05@example.net,976.539.1854,West Charles,Washington,USA,74930,2022-11-10,Small Business,Retail,Wallet,9.9,40.0
CUST000485,Allison Lawrence,Other,51,timothy25@example.com,(352)203-7324x62252,Patrickmouth,Maryland,USA,67560,2025-02-02,Residential,Web,Card,56.6,33.21
